,year,accession_number,hex,value_x,hex0,hex1,hex2,value_y
358,1794,D36455,#2e2c29,495,#eee5d3,#211f1d,#ab9d89,1155
359,1794,D00703,#3d392c,510,#a49f8b,#2d291f,#635e4b,105
360,1794,D00691,#453b2f,525,#362d23,#635746,#a5a18f,30
361,1794,D02375,#4c4533,540,#b6ad95,#665d46,#353023,180
362,1794,D00892,#534b3b,555,#635a47,#373227,#dfd7bf,45
363,1794,D00693,#5c503d,570,#685c47,#e7deca,#3c3021,60
364,1794,D00679,#61614f,585,#6e6d58,#292a1f,#232c25,75
365,1794,D00358,#76634d,600,#705e48,#b39e80,#ece6d5,90
366,1794,D00672,#827b62,615,#b2a383,#6d6650,#342f23,165
367,1794,D00861,#8c826c,630,#a79c86,#706853,#313022,120
368,1794,D00374,#989281,645,#aca491,#696152,#d6cbb6,135
369,1794,A00034,#ae8b73,660,#be997f,#ece6d5,#846652,195
370,1794,D00696,#b3b19e,675,#aca894,#6c6553,#a3afa1,150
371,1794,D00684,#c6c6bf,690,#d9d1c7,#a2b0b3,#a4aeac,225
372,1794,D00670,#cac0a6,705,#ccc4ab,#b9ac92,#3c2f21,210
373,1794,D40335,#deccb9,720,#1d1814,#ece7da,#bc9679,15
374,1794,D36485,#e1d6c0,735,#e8dcc7,#b2a793,#231f1c,345
375,1794,D36505,#e1d6c2,750,#e3d8c4,#b5a998,#736759,255
376,1794,D36479,#e1d7c2,765,#e9ddc8,#afa896,#25201c,450
377,1794,D36468,#e1d8c7,780,#e6dccb,#afa694,#201d1b,285
378,1794,D00711,#e2ddca,795,#e2ddcb,#23221d,#1f2125,240
379,1794,D36498,#e3d5bc,810,#e9dbc3,#b7a68c,#231f1b,375
380,1794,D36489,#e3d6c2,825,#ebdeca,#aca28e,#70695b,720
381,1794,D36494,#e4d6bf,840,#e9dbc4,#b5a68f,#25201b,390
382,1794,D36507,#e4d7bf,855,#e8dbc3,#b7a892,#24201c,330
383,1794,D36482,#e4d8c2,870,#eadec8,#afa692,#231f1b,600
384,1794,D36490,#e4d8c2,885,#eadec8,#b6a892,#25201c,615
385,1794,D36478,#e4d8c3,900,#eaddc8,#afa491,#24201c,585
386,1794,D36483,#e4d8c3,915,#e9ddc7,#afa390,#231f1b,420
387,1794,D36506,#e4d9c4,930,#e7dcc7,#afa18d,#80705e,315
388,1794,D36486,#e5d7bd,945,#ebddc4,#b2a187,#26211c,660
389,1794,D36480,#e5d9c3,960,#eaddc8,#ada491,#25201c,570
390,1794,D36481,#e5d9c4,975,#ebdec9,#aea390,#23201c,705
391,1794,D36484,#e5d9c5,990,#eadeca,#aea794,#231f1c,630
392,1794,D36496,#e5dac3,1005,#e9ddc8,#b7a991,#25201c,465
393,1794,D36499,#e5dac4,1020,#e8ddc7,#b8aa94,#25201c,360
394,1794,D36502,#e5dac4,1035,#e9ddc7,#b4aa96,#241f1b,435
395,1794,D36503,#e6d8c2,1050,#e7dac3,#231f1b,#b8aa93,300
396,1794,D00352,#e6d9bf,1065,#e6d9bf,#b5a488,#d1c2a7,270
397,1794,D36504,#e6d9c2,1080,#e9dcc5,#25201b,#baae99,405
398,1794,D36491,#e6dac4,1095,#eaddc7,#b7a78f,#25211c,555
399,1794,D36492,#e6dac4,1110,#ebdfca,#b5a68f,#26211c,750
400,1794,D36500,#e7dac3,1125,#ebdec7,#b8a88f,#241f1b,675
401,1794,D36488,#e7dac4,1140,#ebdfc9,#b1a590,#24201c,735
402,1794,D36497,#e7dac4,1155,#eaddc6,#231f1b,#bcac94,540
403,1794,D36508,#e7dac4,1170,#eaddc6,#231f1b,#b2a591,525
404,1794,D36493,#e7dbc5,1185,#ebdec8,#b2a48d,#26211c,690
405,1794,D36487,#e7dbc6,1200,#ecdfcb,#b1a28d,#24201c,810
406,1794,D36495,#e7dcc6,1215,#e9dec9,#25211c,#bbac94,480
407,1794,D40051,#e7dfc9,1230,#e9e1ca,#c7ab7f,#9aa99f,510
408,1794,D36415,#e9dfcd,1245,#ece2d0,#aea391,#211f1c,840
409,1794,D36414,#e9e0d0,1260,#ebe3d2,#201e1c,#aea493,780
410,1794,D36420,#eae0cd,1275,#eee4d1,#21201d,#b1a390,1080
411,1794,D36462,#eae0ce,1290,#ede3d1,#aea18d,#211f1d,930
412,1794,D36432,#eae1d1,1305,#ece3d4,#b0a290,#211f1c,870
413,1794,D36433,#eae2d3,1320,#ede5d7,#b2a593,#211f1d,1065
414,1794,D36439,#ebe0cc,1335,#ede2ce,#22201d,#b6a991,900
415,1794,D36419,#ebe0ce,1350,#eee4d3,#211f1d,#b1a38f,1110
416,1794,D36416,#ebe1cf,1365,#ede3d2,#211f1c,#ada290,945
417,1794,D36464,#ebe1cf,1380,#ede4d1,#221f1d,#202023,975
418,1794,D36417,#ebe2d0,1395,#ede3d2,#21201d,#b2a897,960
419,1794,D36430,#ebe2d1,1410,#eee5d4,#afa391,#211f1d,1230
420,1794,D36425,#ebe3d4,1425,#f0e8d9,#b4a997,#24211f,1620
421,1794,D36447,#ece2d0,1440,#efe5d3,#b0a38e,#22201d,1335
422,1794,D36448,#ece2d0,1455,#eee4d3,#22201e,#afa493,1140
423,1794,D36460,#ece2d1,1470,#eee5d4,#211f1d,#aea18e,1215
424,1794,D36471,#ece3d1,1485,#eee5d3,#23211e,#b3ae9c,1200
425,1794,D36434,#ece3d2,1500,#eee4d3,#22201d,#b5a793,1125
426,1794,D36454,#ece3d2,1515,#eee5d5,#ada090,#22201e,1260
427,1794,D36437,#ece3d3,1530,#efe6d6,#23201e,#b4a693,1440
428,1794,D36456,#ece3d3,1545,#efe6d5,#ab9f8c,#22201e,1410
429,1794,D36451,#ece3d4,1560,#eee6d6,#23211e,#b3a796,1305
430,1794,D36442,#ece4d2,1575,#efe6d5,#23211f,#aea895,1395
431,1794,D36418,#ece4d3,1590,#eee5d5,#22201e,#b1ab9b,1245
432,1794,D36461,#ede3d1,1605,#efe6d4,#22201e,#af9f8a,1350
433,1794,D36422,#ede3d3,1620,#f0e7d6,#b3a694,#24211f,1530
434,1794,D36438,#ede4d6,1635,#efe7d9,#afa290,#24211f,1470
435,1794,D36428,#ede5d7,1650,#f0e8da,#23211f,#b4aa98,1650
436,1794,D36435,#eee6d8,1665,#f0e8da,#23211f,#afa18e,1635
437,1794,D36440,#eee6d8,1680,#f0e7d9,#24221f,#212124,1575
438,1794,D00699,#f4eedd,1695,#f4eddc,#b4a790,#cdc2ac,1695
439,1795,D00856,#342d22,15,#2b241c,#695a46,#af9e80,30
440,1795,D36544,#363631,30,#e6ddc5,#aaa995,#676555,840
441,1795,D36540,#40433c,45,#e8e6d5,#9fa090,#6a6b5d,900
442,1795,D00729,#453626,60,#392b20,#6e573d,#f3ede1,45
443,1795,N05059,#454a4f,75,#705e53,#243444,#46515c,255
444,1795,N05062,#494b4d,90,#635d58,#494f55,#a7988f,75
445,1795,N05056,#535251,105,#635d58,#4d4f53,#a49691,90
446,1795,N05058,#555452,120,#665c54,#aa9a8d,#455057,135
447,1795,N05055,#564c46,135,#66574b,#3f3935,#a7876d,120
448,1795,T07213,#655948,150,#655948,#403d37,#454137,105
449,1795,N03373,#6b6359,165,#6b5f4f,#b09e85,#342c22,165
450,1795,N05061,#6b6560,180,#66605a,#a79b94,#d8cec7,150
451,1795,D00705,#6c614b,195,#6b6048,#362c1e,#a89d82,180
452,1795,T01013,#6d634a,210,#6b6148,#a69370,#3d3627,195
453,1795,D00689,#756a58,225,#716654,#3b3128,#f8f3e6,270
454,1795,D00897,#766c53,240,#6c6149,#a99b7e,#383221,210
455,1795,N05875,#7d0b05,255,#230100,#2d0204,#881004,15
456,1795,N05060,#837469,270,#6e6057,#a59485,#ddc9b3,240
457,1795,N03374,#85796f,285,#ac9a88,#6f6359,#2d2d35,345
458,1795,N05057,#85817e,300,#465f6c,#ba9782,#edd4c4,60
459,1795,D01878,#867053,315,#7d684c,#98815f,#ded9c8,300
460,1795,D00582,#8b7e63,330,#817057,#aba080,#8f8366,315
461,1795,D00702,#927e5e,345,#776449,#a7916c,#968360,285
462,1795,T09419,#948c7f,360,#a49c8e,#70695f,#dcd8cd,330
463,1795,D00704,#a18c67,375,#b9a888,#7f6439,#efe8d6,510
464,1795,D00686,#a5a094,390,#aca699,#6b665b,#d9cec1,375
465,1795,T08210,#b0a593,405,#aea390,#e2d9c8,#756d5e,405
466,1795,D00188,#b6a17e,420,#b8a480,#766144,#3e311d,480
467,1795,D00862,#b6a893,435,#b8aa94,#ece5d5,#726350,495
468,1795,D00677,#b7ad95,450,#b5ab93,#dcceb4,#cec2a9,465
469,1795,D36525,#b8b199,465,#ada790,#dcd3b8,#726c59,390
470,1795,D36528,#b9ab93,480,#6e604c,#af9e84,#dfd8c5,225
471,1795,D00868,#bba887,495,#baa786,#7d6a4d,#e0cdae,540
472,1795,D00676,#bdb49d,510,#b3aa91,#e6dfce,#cec2a9,435
473,1795,D36533,#beb7a0,525,#aca590,#dad1b7,#cdc4ab,360
474,1795,D00688,#c3b8a1,540,#b9ac93,#6d533b,#e8e3d6,525
475,1795,D36501,#c6baa0,555,#b1a48b,#dcd0b6,#d0c3a8,420
476,1795,D00697,#c7af88,570,#c5ab81,#765c38,#3c2e18,600
477,1795,D36530,#c7c0a9,585,#e4dcc3,#a7a28d,#75705e,795
478,1795,D00675,#c8b596,600,#c0ad8e,#d3c1a3,#e6d8bf,585
479,1795,D36626,#c8bca2,615,#bfb196,#cdc0a6,#dad4c2,570
480,1795,D00869,#c9bea4,630,#b4a78a,#d5ccb5,#cdc3aa,450
481,1795,D00726,#cac1a9,645,#bab197,#6b6146,#cec3a8,555
482,1795,D36621,#cbc3b0,660,#d8d0be,#aca390,#6f6554,660
483,1795,D36543,#cbc8b1,675,#d6d3bc,#afac96,#cac5ac,630
484,1795,D36620,#ccc1ad,690,#d8ceba,#b2a691,#cdc2ac,645
485,1795,D36619,#ccc3b0,705,#d5cdba,#b1a995,#cbc2ad,615
486,1795,D36623,#ccc5b3,720,#d9d1be,#aba896,#c8c2b0,675
487,1795,D36562,#ccc8b8,735,#e1decf,#a5a18d,#756c57,780
488,1795,D36622,#d0cab9,750,#d9d2c1,#aaa595,#70695a,690
489,1795,T08481,#d5c6ad,765,#dfd4bd,#b8a489,#705e4a,735
490,1795,D36616,#d5cab3,780,#dbd1b9,#b1a691,#756c5a,705
491,1795,T07011,#d5cfc8,795,#dbd5ce,#b0aba5,#c6c0b7,720
492,1795,D36557,#d7d3c1,810,#e5dfcc,#a6a694,#6e6a5b,825
493,1795,D00687,#d8cbb5,825,#e5d9c4,#afa089,#80705a,810
494,1795,D36535,#d9ccb6,840,#e7dbc5,#aea18a,#796b58,870
495,1795,D36624,#dacfbb,855,#e0d5c1,#b1a793,#ccc2ad,750
496,1795,D36618,#dcd3be,870,#e1d7c3,#b2aa96,#c9c3af,765
497,1795,D36617,#e0d0ad,885,#e9d8b4,#bcae8f,#d2c4a2,915
498,1795,D00669,#e3ddcd,900,#e6e0d1,#b3ab92,#2c2a24,855
499,1795,D00683,#e4dac7,915,#e8dfcc,#b3a88e,#cfc3a7,885
500,1795,N05063,#eadbc6,930,#f8e9d3,#795b4d,#bd9681,945
501,1795,D36531,#eae1cf,945,#ece4d2,#aa9e8a,#6f6453,930
502,1796,D00698,#231c17,15,#221b16,#f7f3e8,#685643,15
503,1796,D01219,#2d2520,30,#2e251f,#17191c,#5e4f41,30
504,1796,D01227,#352f29,45,#342b24,#5c5244,#16191d,60
505,1796,D01151,#392e27,60,#362a22,#655143,#16171a,90
506,1796,D01127,#3a2f28,75,#352921,#645143,#18191c,75
507,1796,D00885,#3a382b,90,#312f23,#5c5847,#464332,45
508,1796,D01220,#3b332e,105,#372d26,#615348,#23252a,105
509,1796,D01142,#3c332a,120,#735645,#362c22,#1d1e21,795
510,1796,D36564,#3c3526,135,#d6d8c5,#6c6448,#342b1d,2430
511,1796,D01124,#3e322a,150,#6e5543,#382b22,#1e1f22,585
512,1796,D01218,#3e362d,165,#6c5b47,#3c3022,#212326,480
513,1796,D01179,#3f3228,180,#3d2b20,#5b4c3e,#16171a,120
514,1796,D01141,#3f352c,195,#735644,#2e251c,#181a1c,780
515,1796,D01210,#403a30,210,#695843,#a2927a,#232427,345
516,1796,D01139,#403d34,225,#665a4a,#1b1d20,#302b21,225
517,1796,D01123,#42362d,240,#685141,#382c23,#1e2023,285
518,1796,D01152,#42372f,255,#725949,#3c3027,#202225,735
519,1796,D01173,#42392f,270,#665647,#382d20,#17191b,210
520,1796,D01140,#423b32,285,#6c5a47,#1f2023,#3a3024,465
521,1796,D01148,#43352e,300,#6d5444,#3a2b24,#202125,495
522,1796,D01147,#43372d,315,#6a5544,#392d24,#17181b,375
523,1796,D01144,#43372e,330,#685444,#3a2c23,#1d1e21,300
524,1796,D01174,#433c34,345,#6d5f4e,#aa917b,#222427,570
525,1796,D01122,#463a31,360,#645346,#3f3025,#1d1e20,180
526,1796,D36563,#474636,375,#665e45,#b5b5a0,#332e1f,240
527,1796,D01170,#493c33,390,#725a48,#3b2f26,#212326,750
528,1796,T13004,#4b4a42,405,#ded3bd,#5d584c,#b2a58f,2535
529,1796,D01202,#4f4235,420,#6f5843,#232427,#b79473,630
530,1796,D01138,#59453a,435,#624c40,#392a22,#1d1e20,150
531,1796,D01215,#5c4732,450,#6d5841,#412e1d,#191b1d,510
532,1796,D01201,#5c4735,465,#6f5844,#3c2b1d,#17181b,645
533,1796,D01165,#5e493a,480,#695444,#3b281e,#17181a,330
534,1796,D01143,#5f4536,495,#6c513f,#402b20,#17181b,450
535,1796,D01180,#5f4e41,510,#645345,#212326,#3a2e22,165
536,1796,D01125,#604b3b,525,#675040,#382b22,#19191c,255
537,1796,D01166,#604e40,540,#715c4c,#392d23,#212225,720
538,1796,D36567,#605b45,555,#655e45,#a7b1a3,#acac99,195
539,1796,D00881,#625340,570,#b2a085,#6e5f48,#3b3024,2220
540,1796,D01217,#625644,585,#6f614c,#352c1f,#1a1c1e,675
541,1796,D00202,#62706b,600,#61706b,#e0e0d1,#606358,135
542,1796,D01221,#635348,615,#69594d,#16191c,#3b3027,360
543,1796,D01119,#645243,630,#6b5646,#202225,#383027,420
544,1796,D01228,#645746,645,#675a48,#242529,#362f26,270
545,1796,D01169,#654f40,660,#6f5747,#37291f,#17181b,615
546,1796,D00883,#65553e,675,#6a5941,#ece8d9,#3f3526,390
547,1796,D01136,#685346,690,#6b5547,#1d1e21,#342921,405
548,1796,D01233,#685447,705,#6d584b,#15161a,#392e25,525
549,1796,D01225,#68574b,720,#6b5a4c,#17191e,#352d25,435
550,1796,D01231,#69594c,735,#6d5c4f,#15181b,#342e25,555
551,1796,D01191,#6a5344,750,#6f5849,#403022,#17191b,660
552,1796,D01197,#6a5848,765,#76614f,#393025,#a28974,945
553,1796,D01120,#6b5241,780,#795b47,#342d24,#1b1c1f,1005
554,1796,D01145,#6c594c,795,#735e51,#352a21,#18191b,825
555,1796,D01235,#6c5b4f,810,#6d5b4f,#14171a,#342a21,540
556,1796,D01183,#6f5a4d,825,#725b4d,#17191b,#312922,765
557,1796,D01237,#70523e,840,#765640,#15161a,#362d23,930
558,1796,D01121,#705543,855,#755947,#412c1f,#202124,870
559,1796,D01149,#705849,870,#745b4b,#191a1c,#352b22,840
560,1796,D01153,#735b4a,885,#735a49,#191a1c,#a68e7f,810
561,1796,D01192,#735d4b,900,#745d4c,#222326,#372b20,855
562,1796,D01209,#736047,915,#7b664c,#373123,#1b1c1f,1110
563,1796,D01171,#746151,930,#756152,#18191b,#31271d,900
564,1796,D01223,#766052,945,#755f51,#1c1d22,#33281f,885
565,1796,D01241,#776356,960,#796558,#15171b,#34291f,1020
566,1796,D01150,#796252,975,#776050,#a58775,#212225,960
567,1796,D01185,#796455,990,#776353,#191a1c,#a18a7a,975
568,1796,D01146,#7a6254,1005,#7c6353,#a48d7c,#222326,1170
569,1796,D01208,#7a634f,1020,#7a614d,#232427,#9f8872,1050
570,1796,D01196,#7b6757,1035,#705e4f,#a78e7c,#232528,705
571,1796,D01181,#7c685b,1050,#7a6658,#191a1c,#9c8b81,1080
572,1796,D01207,#7f644c,1065,#7a5e48,#a4886a,#18191c,1035
573,1796,D01203,#7f6756,1080,#7d6554,#18191c,#2a2119,1200
574,1796,D01234,#7f6757,1095,#7d6555,#232428,#9f8675,1215
575,1796,D01118,#806955,1110,#7d6753,#1c1d1f,#9d836c,1230
576,1796,D01154,#806b5a,1125,#7b6655,#222326,#a48d7c,1125
577,1796,D01131,#816654,1140,#836755,#191a1d,#2d251d,1365
578,1796,D00673,#827a5d,1155,#a7a58e,#6e603e,#3b3521,1845
579,1796,D01226,#836d5a,1170,#7c6754,#25262a,#ae937e,1185
580,1796,D01229,#846c5c,1185,#826958,#1e2022,#968071,1350
581,1796,D01239,#856a5c,1200,#806658,#17181c,#32271e,1275
582,1796,D00888,#858068,1215,#6e644c,#949079,#8a866d,600
583,1796,D01199,#876d5d,1230,#816756,#9e8375,#191a1d,1305
584,1796,D01243,#876f5c,1245,#856c59,#1a1b1e,#998371,1410
585,1796,D01224,#886e5b,1260,#826855,#242527,#a38974,1335
586,1796,D01172,#886e5d,1275,#7b6454,#a38370,#232427,1095
587,1796,D01195,#887161,1290,#7a6556,#181a1c,#978172,1065
588,1796,D01236,#887261,1305,#806a59,#a38c7d,#242528,1290
589,1796,D01159,#896856,1320,#886755,#191a1c,#292018,1455
590,1796,D01245,#8a6f5d,1335,#7f6554,#17181c,#a18471,1260
591,1796,D01155,#8a7566,1350,#836e5e,#a49388,#1a1a1d,1380
592,1796,D01216,#8a7662,1365,#785e48,#9d8e7a,#232528,990
593,1796,D01184,#8a786a,1380,#7b6b5d,#a59081,#232427,1140
594,1796,D01163,#8c7464,1395,#877060,#998171,#1a1b1d,1440
595,1796,D00889,#8c7d5f,1410,#9e9173,#736143,#928465,1650
596,1796,D00903,#8d7d5f,1425,#7b6c50,#a49374,#f1eee0,1155
597,1796,D01910,#8d8063,1440,#756749,#ada385,#d8d5c2,915
598,1796,D01198,#8e7a69,1455,#aa9583,#705e4d,#242628,1935
599,1796,D00828,#8fa1a0,1470,#94a6a3,#202427,#8c9fa3,1590
600,1796,D01204,#907260,1485,#7e6453,#a78471,#242527,1245
601,1796,D01187,#907261,1500,#8c6f5e,#1a1a1d,#251f18,1575
602,1796,D01222,#907967,1515,#816b5a,#9f8875,#242528,1320
603,1796,D00902,#908e7f,1530,#a2a092,#6e6a54,#999d9a,1665
604,1796,D01189,#91705e,1545,#8c6c59,#1a1a1c,#9d7f6e,1560
605,1796,D01193,#91715f,1560,#8b6c59,#1a1a1d,#9d8070,1530
606,1796,D01157,#91725f,1575,#866754,#ac8e7c,#1a1a1d,1425
607,1796,D01129,#917462,1590,#8a6d5b,#9e8271,#1a1b1d,1470
608,1796,D01133,#917563,1605,#8b6f5d,#9c806d,#1b1b1d,1545
609,1796,D01167,#917564,1620,#8a6e5b,#9b8172,#1a1a1d,1485
610,1796,D01213,#917867,1635,#8a705e,#998271,#1b1c1e,1515
611,1796,D01161,#927866,1650,#8a6f5d,#9a8170,#1a1b1d,1500
612,1796,D01186,#937d6b,1665,#a38c7a,#7c6452,#242528,1695
613,1796,D01128,#957c6a,1680,#9d8371,#846c5a,#1e1f22,1620
614,1796,D01132,#977b67,1695,#9b816d,#8c6f5c,#1f2022,1605
615,1796,D00886,#978869,1710,#a49576,#817458,#948362,1725
616,1796,D01126,#987b68,1725,#846a58,#a28471,#212124,1395
617,1796,D01205,#987c69,1740,#9e8371,#886d59,#1b1c1e,1635
618,1796,D00671,#98937b,1755,#aea88f,#6e6046,#8c9a8c,2085
619,1796,D00904,#98947c,1770,#a6a28b,#726a52,#ded9c4,1800
620,1796,D00882,#99886c,1785,#a59478,#7a684e,#958264,1785
621,1796,D01156,#9a7d6d,1800,#a58574,#856c5e,#232427,1755
622,1796,D01246,#9d7b65,1815,#ab8972,#815f49,#252628,1980
623,1796,D01134,#9d7d69,1830,#a58571,#836452,#1f2023,1740
624,1796,D01242,#9e7e6a,1845,#a3836f,#252628,#896c58,1680
625,1796,D01130,#9f8371,1860,#a48875,#866b59,#202023,1710
626,1796,D01164,#a08573,1875,#a58a77,#242528,#846a58,1770
627,1796,D01200,#a08978,1890,#a79180,#806956,#252629,1830
628,1796,D01158,#a2816d,1905,#ac8975,#886854,#242528,2025
629,1796,D01178,#a28776,1920,#a88d7c,#242528,#846a59,1875
630,1796,D00721,#a3927d,1935,#a89782,#7e6e5d,#ede3d2,1890
631,1796,D01188,#a4826f,1950,#a78472,#242528,#846250,1815
632,1796,D01182,#a48572,1965,#a88976,#242528,#826859,1860
633,1796,D00884,#a4977b,1980,#aa9d81,#ece7d7,#7c6f57,1950
634,1796,D01160,#a68b78,1995,#a98f7c,#242528,#7f6150,1920
635,1796,D01168,#a78b78,2010,#a98d7a,#242528,#836856,1905
636,1796,D01162,#a88671,2025,#ac8975,#252528,#886955,2010
637,1796,D01230,#a88976,2040,#ab8c79,#26272a,#7e614f,1995
638,1796,D00838,#a97c60,2055,#b18265,#845f49,#261a14,2190
639,1796,D01190,#a98571,2070,#ab8874,#252528,#866350,1965
640,1796,D01214,#aa8d7a,2085,#ac8f7d,#242528,#836652,2040
641,1796,D00667,#aaab91,2100,#afae94,#6e664b,#9ba996,2115
642,1796,D01206,#ab8a77,2115,#ad8d79,#252628,#806251,2055
643,1796,D00681,#ada38b,2130,#aea58e,#7b6347,#ebe4d2,2070
644,1796,D00860,#b2a58c,2145,#b1a389,#74654f,#ddd4bf,2205
645,1796,D00894,#b2af99,2160,#afac96,#e4dece,#cec3a8,2100
646,1796,D00865,#b3a38a,2175,#b2a288,#ebe3d2,#7c674f,2235
647,1796,D00674,#b3a88d,2190,#b5ab91,#806c4b,#eee8d8,2280
648,1796,D00680,#b5a98c,2205,#b4a88c,#71664d,#d2c2a3,2265
649,1796,D36570,#baac8b,2220,#b0a07f,#dacfb0,#756b50,2145
650,1796,D36566,#bab89f,2235,#685f48,#cfcfb7,#363026,315
651,1796,D36553,#bdad90,2250,#b4a082,#e3d9be,#766752,2250
652,1796,D00855,#bfb092,2265,#bcac8e,#d1c2a5,#1f1f24,2340
653,1796,D00847,#c1b091,2280,#bdab8c,#716149,#d2c2a2,2355
654,1796,D00893,#c1b9a3,2295,#b7ae98,#eae3d1,#76684d,2295
655,1796,D00720,#c4b39d,2310,#baa790,#e5dbca,#776656,2310
656,1796,D02374,#c4b495,2325,#c4b495,#e8e5d3,#cfc0a2,2400
657,1796,D36561,#c4c5b0,2340,#d5d4bf,#aaac93,#63674d,2415
658,1796,T09066,#c6b9a2,2355,#b09f86,#ded4c0,#77654e,2130
659,1796,D36565,#c6c0ad,2370,#705c40,#b3ab94,#eee8da,690
660,1796,D40055,#c9c1ad,2385,#bfb49c,#cac2ae,#d9d4c6,2385
661,1796,D00719,#ccbea4,2400,#beaf95,#dfd2b8,#d0c2a7,2370
662,1796,T10694,#ccc1af,2415,#b0a593,#e5d9c6,#7c7162,2175
663,1796,D00858,#cdc0a9,2430,#bbac92,#746049,#e7ddca,2325
664,1796,D36648,#cfc8ad,2445,#e2dbc1,#6b5f47,#a9a386,2670
665,1796,D36568,#cfc8b2,2460,#ddd5c1,#686249,#a7a38b,2505
666,1796,D36552,#d2cab8,2475,#e3ddca,#aea694,#171a1e,2700
667,1796,D36628,#d2cdb5,2490,#e3dfc9,#aba386,#6c5d44,2715
668,1796,D36523,#d3c5a6,2505,#b0a58a,#e3d4b4,#76715c,2160
669,1796,D36539,#d4d0bf,2520,#e5e1ce,#a5a494,#706b5c,2760
670,1796,D36526,#d5c5a6,2535,#e3d4b5,#b4a487,#776954,2685
671,1796,D00395,#d6cdb7,2550,#ddd6c0,#bab096,#cdc4aa,2520
672,1796,D36554,#d7d0bb,2565,#dbd3bf,#676153,#a8a28f,2475
673,1796,D36560,#d7d5bd,2580,#dfddc5,#b0b099,#c9c6ad,2595
674,1796,D36522,#d8ccb4,2595,#eaddc4,#aea28b,#191c1f,2850
675,1796,D36555,#d8d4c3,2610,#dad6c5,#aaa696,#c7c3b1,2445
676,1796,T12998,#d9ccb4,2625,#ddd0b9,#bcac92,#d0c2a8,2490
677,1796,T13002,#d9ceb5,2640,#dbd1b9,#745b4a,#b39e85,2460
678,1796,T12997,#dacfb9,2655,#ded3be,#695146,#bbaa93,2550
679,1796,T12999,#dcd0ba,2670,#e1d5c0,#baaa91,#69584b,2640
680,1796,D00722,#dcd2bc,2685,#dfd6bf,#b8ad98,#232019,2580
681,1796,T13000,#ddcfb5,2700,#dfd2b9,#bea889,#6a5e4d,2565
682,1796,D36536,#ddd1b3,2715,#e4d8ba,#b1a589,#6d6552,2730
683,1796,D40247,#ddd1b8,2730,#e1d5bc,#b7a990,#d1c3a6,2625
684,1796,T13003,#ddd2be,2745,#e0d5c1,#baa78a,#715e4a,2610
685,1796,D36559,#ddd7c1,2760,#e4ddc7,#a5a290,#6c6858,2745
686,1796,D36541,#dddbc8,2775,#e6e3d1,#aaa898,#1d1f22,2775
687,1796,D36529,#dfd8c3,2790,#e7e0ca,#aca691,#726d5c,2790
688,1796,D36558,#dfd9c4,2805,#e8e1cc,#a7a793,#6e6e5d,2805
689,1796,T13001,#e0d5c2,2820,#e1d6c3,#5b5145,#bfb199,2655
690,1796,T09595,#e3dbc9,2835,#ebe3d0,#b0a594,#786d5e,2865
691,1796,D36524,#e4d6b8,2850,#eadbbd,#b4ac93,#1f2125,2835
692,1796,N03696,#e5dccc,2865,#f2e2d1,#bea38f,#cad8d2,2925
693,1796,D36569,#e6d6b9,2880,#ecddc2,#c1a88a,#292521,2880
694,1796,D36355,#e7dfc8,2895,#ede4cf,#b0a793,#292620,2895
695,1796,D02345,#e8e3d2,2910,#e8e2d1,#cdc3ac,#bfb59d,2820
696,1796,D36542,#ece7d5,2925,#f1ebd9,#a7a090,#6b6355,2910
697,1797,D00916,#161513,15,#e7d3ae,#131614,#17130c,990
698,1797,D36645,#353428,30,#2a2a1f,#5d5945,#464333,15
699,1797,D00954,#3e3323,45,#ae9977,#302617,#786142,300
700,1797,D36631,#433b29,60,#6d5e44,#ab9e81,#2b2516,90
701,1797,D36667,#44463d,75,#2d261a,#516c7a,#655a42,30
702,1797,N04409,#474a3c,90,#323024,#546358,#605d47,45
703,1797,D00873,#554432,105,#6a563f,#3d3023,#f6efe0,60
704,1797,D00890,#594d3f,120,#b7a081,#665948,#3a3027,585
705,1797,D01106,#595039,135,#6c644c,#392e1c,#4c432c,75
706,1797,D01117,#5e442b,150,#745534,#432f1f,#ad9f85,150
707,1797,D36646,#6f5d41,165,#725e3f,#b39d7c,#252015,135
708,1797,D01211,#776153,180,#765f51,#1a1b1d,#a58c7d,180
709,1797,D01212,#7e6d5e,195,#716356,#a78b74,#242528,105
710,1797,T08563,#807454,210,#716444,#b0a888,#dfd5c1,120
711,1797,D40763,#88715e,225,#836b58,#1c1d20,#988572,210
712,1797,D36643,#887a5d,240,#746447,#ab9f80,#2d2416,165
713,1797,D00870,#8b7861,255,#76644f,#ac987d,#938067,195
714,1797,D00891,#9b8d74,270,#b2a287,#746854,#f8f3e8,435
715,1797,D01244,#a0836d,285,#a38771,#252629,#826b55,225
716,1797,D36644,#a29373,300,#ac9f80,#786444,#211c0f,285
717,1797,D36556,#a29983,315,#aaa18b,#69604e,#8a836e,240
718,1797,D36641,#a49d84,330,#aba58c,#6d664c,#221f13,270
719,1797,D01113,#a69986,345,#b0a490,#655b4d,#eae6d8,390
720,1797,D01097,#aa9f8c,360,#aea491,#dfd5c4,#766a58,330
721,1797,D36642,#ab9a78,375,#b4a483,#746446,#20190d,510
722,1797,D00876,#aba085,390,#aba084,#ddd7c1,#7e7157,255
