,year,accession_number,hex,value_x,hex0,hex1,hex2,value_y
2411,1826,D20207,#e1d4bd,1590,#e5d9c3,#c3a782,#d5c3a2,1605
2412,1826,D27664,#e1d8bf,1605,#e5dec8,#b8a987,#d3c5a1,1635
2413,1826,D27553,#e1d9c1,1620,#e2dac2,#202225,#26241e,1425
2414,1826,D27673,#e1d9c3,1635,#e6deca,#bbab8f,#71634b,1785
2415,1826,D27525,#e1dbc4,1650,#e3dcc4,#b5b29f,#cdc5aa,1470
2416,1826,D27672,#e1dcd0,1665,#e4e1d4,#b8ac9a,#ccc2ad,1575
2417,1826,D27548,#e2dac2,1680,#e3dac3,#26241f,#bcb19b,1455
2418,1826,D27605,#e2ddc9,1695,#e5deca,#aea593,#cbc3ae,1650
2419,1826,D40149,#e3d8c1,1710,#e4dac3,#bcb19a,#cfc4a6,1515
2420,1826,D27518,#e4d7bb,1725,#e5d8bc,#231f18,#b3a890,1590
2421,1826,D27550,#e4dcc4,1740,#e5dcc5,#282521,#c2a999,1620
2422,1826,D27681,#e4dcca,1755,#e7e0cf,#b3a58d,#786853,1830
2423,1826,D27684,#e4dccc,1770,#e7e1d2,#b9a990,#cfc2a8,1860
2424,1826,D27665,#e5ded4,1785,#e5e1d4,#aea18d,#7b644e,1725
2425,1826,D27623,#e5dfca,1800,#e7e0cc,#25241f,#bab8a7,1815
2426,1826,D27674,#e5dfd0,1815,#e7e2d3,#b4ab95,#cbc3ad,1875
2427,1826,D27622,#e5e0ca,1830,#e5dfc9,#25231e,#222327,1665
2428,1826,D27722,#e6dbc0,1845,#e9dec3,#c7af8a,#d3c4a2,1950
2429,1826,D27624,#e6dfc6,1860,#e6dec6,#25231f,#222327,1755
2430,1826,D27609,#e6dfcd,1875,#e5dfcd,#baab90,#ccd5c9,1680
2431,1826,D27678,#e6dfd2,1890,#e5e1d1,#b29f89,#836650,1710
2432,1826,D27725,#e7d3b0,1905,#e8d5b2,#ddc49a,#c9b192,1905
2433,1826,D27619,#e7dfc8,1920,#e6dec7,#25231e,#6a665d,1770
2434,1826,D27668,#e7e3d3,1935,#e7e3d5,#b9a88f,#cdc2ab,1890
2435,1826,D27620,#e7e6da,1950,#e6e5db,#b2aca1,#6d6a60,1800
2436,1826,D27670,#e8e1cd,1965,#eae3cf,#bcb095,#cec3a8,1980
2437,1826,D27604,#e8e2cf,1980,#e7e1cd,#daca9e,#ccb393,1845
2438,1826,D27666,#e8e3d5,1995,#ebe5d8,#b9a58e,#cfc2aa,2010
2439,1826,D27710,#e8e5d6,2010,#ebe6d9,#b5a48d,#756251,2025
2440,1826,D27621,#e9e1ca,2025,#e8e0ca,#272420,#252429,1935
2441,1826,D27612,#eae4d9,2040,#e9e4d8,#bfb9ac,#c7c1b3,1965
2442,1826,D27618,#eae5d1,2055,#eae4d1,#252521,#232428,1995
2443,1826,D20208,#ebdcc1,2070,#eee1c6,#c7a48b,#222327,2130
2444,1826,D27538,#ebddc4,2085,#ecdfc6,#2e2924,#bea999,2040
2445,1826,D27539,#ece0c6,2100,#ece0c7,#27241f,#212226,2055
2446,1826,D27523,#ece4cb,2115,#ece3cb,#2b2824,#27282b,2070
2447,1826,D27671,#ece7d5,2130,#ece7d6,#b8a689,#d2c3a4,2085
2448,1826,D20209,#efe1c5,2145,#f3ead2,#c7ae87,#dec691,2190
2449,1826,D27530,#efe9d6,2160,#eee9d6,#2a2722,#232327,2145
2450,1826,D27531,#f2ebda,2175,#f2ecdc,#2b2a25,#25262a,2175
2451,1826,D27572,#f2ebda,2190,#f2ecda,#2e2f34,#33332e,2160
2452,1826,D27563,#f2ebdb,2205,#f3eddb,#31302c,#2b2c30,2220
2453,1826,D20216,#f2edd6,2220,#f3edd6,#24282a,#2d2c27,2205
2454,1826,D20217,#f7f2df,2235,#f6f2df,#24282b,#2b2a24,2235
2455,1827,D20775,#242423,15,#e7e2d6,#191a1d,#221f1a,2190
2456,1827,D20607,#282829,30,#d9d7cd,#232528,#ccd2ce,2070
2457,1827,D20612,#292929,45,#e0dccf,#242528,#2d2925,2130
2458,1827,D22687,#474842,60,#5b594f,#352f2a,#49524d,15
2459,1827,D24836,#595953,75,#665d4f,#575d5a,#e2dcce,45
2460,1827,D20817,#5a5b4f,90,#675f4c,#343026,#9d9580,90
2461,1827,D22668,#5d5341,105,#685b44,#f5efdf,#9fa5a0,105
2462,1827,D22667,#645644,120,#6c5b46,#f3eedd,#a4a49a,180
2463,1827,D41414,#69736f,135,#697470,#d8d3c0,#5a5a55,135
2464,1827,D22723,#6b6250,150,#6f5c3e,#f5efde,#596268,315
2465,1827,D22773,#6d695a,165,#686354,#32312c,#928f7d,120
2466,1827,D24779,#6d6a56,180,#6f6d57,#d7d2bd,#393325,345
2467,1827,D22688,#6f4d39,195,#78563f,#44291e,#a99077,675
2468,1827,D22756,#6f6c60,210,#6b6151,#626865,#f0ede1,150
2469,1827,D22761,#6f7a73,225,#6d7872,#d5cbb1,#787c6d,270
2470,1827,D24868,#707872,240,#6c7570,#7e8882,#e0d3b4,210
2471,1827,D22737,#717161,255,#6e6754,#5c6959,#9d9787,300
2472,1827,D22694,#736f5f,270,#716b5a,#dbd7ca,#6c746c,420
2473,1827,D22673,#756858,285,#746554,#f2eddb,#928c81,555
2474,1827,D22713,#76624b,300,#755f48,#8d9693,#f3f1e7,585
2475,1827,D22720,#77776a,315,#666454,#959385,#2f2f29,60
2476,1827,D22735,#786d5d,330,#6e604e,#9a9485,#f5f0e3,285
2477,1827,D24815,#787769,345,#716c5a,#888570,#8e8c7d,435
2478,1827,D22776,#796a54,360,#71614a,#eae3d5,#938163,405
2479,1827,D22730,#79756b,375,#6d665a,#8d8e85,#888e87,255
2480,1827,D22721,#797867,390,#675142,#91937e,#839081,75
2481,1827,D22775,#7a715b,405,#6b634d,#9f937d,#f5f0e4,165
2482,1827,D22717,#7a7761,420,#70674a,#88918c,#f3efe3,390
2483,1827,D22703,#7b6c5b,435,#6c5e4e,#a6937d,#f4efe6,195
2484,1827,D22733,#7b6e61,450,#6d5e50,#9b9387,#452e20,225
2485,1827,D22762,#7b7266,465,#939d97,#71533e,#442d20,1305
2486,1827,D22727,#7b7369,480,#70655a,#938e83,#ede9db,360
2487,1827,D22714,#7b7d73,495,#828e8b,#6e6655,#eeeadc,840
2488,1827,D22711,#7b807c,510,#929a96,#606461,#f7f4ea,1185
2489,1827,D22679,#7d6856,525,#755e4a,#a49983,#372d23,570
2490,1827,D22728,#7e6e5b,540,#76644f,#98917e,#43281a,615
2491,1827,D22729,#7e7766,555,#6d6655,#999380,#eee9dc,240
2492,1827,D22732,#7e7d6d,570,#656353,#969d98,#979386,30
2493,1827,D22736,#7e8178,585,#8d9690,#6c6359,#f4efe1,1005
2494,1827,D22742,#7f6d59,600,#74614e,#a3947c,#f4f0e4,525
2495,1827,D22741,#7f7666,615,#706657,#9b9180,#f5efe3,375
2496,1827,D22696,#7f827d,630,#8c9591,#6b665e,#f2eee5,960
2497,1827,D22771,#817a6f,645,#6f6558,#958f84,#efeada,330
2498,1827,D22678,#83776a,660,#725e51,#9f998b,#eee6d5,450
2499,1827,D22764,#847a69,675,#79644e,#908e82,#858373,720
2500,1827,D22675,#857b6b,690,#726555,#a19b89,#f6f3e9,480
2501,1827,D24896,#85836e,705,#75715b,#90907e,#e9e7db,600
2502,1827,D22726,#858579,720,#776d59,#8b938e,#8f8f83,645
2503,1827,D22712,#85908b,735,#85908b,#f3efe5,#717b76,885
2504,1827,D22739,#86765e,750,#7b6850,#9c8e77,#938361,765
2505,1827,D22693,#86796a,765,#7c6959,#968f81,#f3efe4,795
2506,1827,D22676,#867b6b,780,#746352,#9f9888,#ebe3d1,540
2507,1827,D24895,#868a7f,795,#8d958d,#8d9083,#eae9dd,975
2508,1827,D27628,#86908a,810,#84918c,#979788,#7b7361,855
2509,1827,D22753,#87775d,825,#79654a,#989079,#f4eedc,735
2510,1827,D22669,#887a67,840,#726053,#a19580,#99835b,465
2511,1827,D22765,#888072,855,#979283,#756758,#f6f1e5,1380
2512,1827,D22734,#888878,870,#8b938e,#716b54,#949284,945
2513,1827,D22701,#888983,885,#88918c,#928c83,#f3efe4,915
2514,1827,D24893,#888a7c,900,#919385,#6f6d5e,#ebeadf,1140
2515,1827,D22683,#89725f,915,#805e4c,#9d9582,#f8f3e4,810
2516,1827,D22691,#897569,930,#796054,#9d9286,#f0eae1,705
2517,1827,D22763,#89887f,945,#939083,#7a7164,#8b928d,1260
2518,1827,D22757,#898a81,960,#919791,#95958b,#786e5f,1155
2519,1827,D22745,#8a867c,975,#9b9586,#726455,#929994,1455
2520,1827,D22695,#8a877c,990,#938f84,#766d62,#8b928c,1245
2521,1827,D22760,#8a9490,1005,#899491,#f3eedd,#7a5849,930
2522,1827,D22746,#8b8274,1020,#796e60,#9b9486,#f5f0e1,750
2523,1827,D22715,#8b8773,1035,#73664a,#939c97,#97947f,510
2524,1827,D22718,#8b8c7d,1050,#939c97,#645f4f,#9a9680,1275
2525,1827,D22689,#8b9086,1065,#8e968d,#909187,#73685d,1035
2526,1827,D22738,#8c7f62,1080,#776d58,#9d884f,#98907b,630
2527,1827,D22699,#8c7f6f,1095,#9f9887,#77604e,#f1ede1,1545
2528,1827,D22663,#8c806b,1110,#9d927b,#706451,#f6f2e7,1470
2529,1827,D22702,#8c897c,1125,#776d5f,#9c998c,#f7f3e9,660
2530,1827,D22750,#8c8b80,1140,#8d9590,#908e83,#7c684e,990
2531,1827,D22707,#8c8c84,1155,#8f9892,#96948b,#776c62,1065
2532,1827,D24799,#8d7765,1170,#ad937c,#665849,#f4f0e3,1815
2533,1827,D22743,#8d785e,1185,#82674b,#9c907c,#f4f0e6,825
2534,1827,D22680,#8d7e6c,1200,#786554,#9f9681,#f5f1e9,690
2535,1827,D22754,#8d8174,1215,#958e83,#826759,#f4eedd,1320
2536,1827,D24612,#8d8264,1230,#856e47,#95927b,#94875d,870
2537,1827,D22684,#8d887a,1245,#969181,#7d6b5b,#909994,1335
2538,1827,D22752,#8d9189,1260,#8e9790,#95938a,#f4efde,1050
2539,1827,D22698,#8d9692,1275,#8f9995,#f3f0e5,#686460,1095
2540,1827,D22706,#8d9792,1290,#8d9892,#f5f0e2,#97988e,1020
2541,1827,D22697,#8e8d84,1305,#9e9c93,#6a6256,#969c97,1530
2542,1827,D24635,#8f7f73,1320,#a59284,#6c6058,#f3eee2,1680
2543,1827,D22704,#8f897e,1335,#a09787,#73685c,#8c9390,1575
2544,1827,D22700,#8f938c,1350,#919b95,#75675a,#959388,1170
2545,1827,D22747,#8f958c,1365,#8f9993,#939485,#f4efde,1080
2546,1827,D22744,#909087,1380,#96958b,#979e99,#736658,1350
2547,1827,D22724,#918c7d,1395,#989689,#7a6653,#f6f2e5,1395
2548,1827,D22751,#91988f,1410,#909992,#959588,#f5efde,1110
2549,1827,D22755,#919892,1425,#929c95,#f5f0e1,#979990,1230
2550,1827,D22759,#919a90,1440,#909a90,#f5f0df,#979a8d,1125
2551,1827,D22740,#928c7a,1455,#97917f,#929993,#836550,1365
2552,1827,D22767,#93917b,1470,#9e9a81,#6c6342,#f5f1e5,1515
2553,1827,D22708,#93948b,1485,#929a96,#949085,#928362,1200
2554,1827,D22686,#93968f,1500,#939c98,#9a988c,#f5f0e4,1290
2555,1827,D22709,#939a92,1515,#929b94,#f6f1e3,#92978a,1215
2556,1827,D22749,#948a84,1530,#9a9187,#78665f,#99a19b,1425
2557,1827,D22690,#948d7d,1545,#999181,#959b94,#826e5a,1410
2558,1827,D22758,#958679,1560,#7c6050,#a49789,#f4efde,780
2559,1827,D22710,#968c6c,1575,#9a9580,#988651,#776b49,1440
2560,1827,D25342,#978568,1590,#b59f77,#726557,#e5dfd0,1920
2561,1827,D22705,#979181,1605,#9d9684,#9ca49d,#7e705d,1485
2562,1827,D22731,#979588,1620,#a19a88,#f5f0e1,#98a19a,1605
2563,1827,D22777,#987d68,1635,#866753,#aa9a84,#e1ddcf,900
2564,1827,D22666,#988f76,1650,#a4997d,#f7f3ec,#695d47,1665
2565,1827,D22719,#988f79,1665,#a09780,#756241,#f6f2e5,1560
2566,1827,D22685,#9a968d,1680,#a39d91,#9ba4a0,#816751,1650
2567,1827,D22748,#9a9a8f,1695,#a0988b,#969f98,#f7f3e6,1590
2568,1827,D22774,#9b8d79,1710,#a2947d,#f6f1e0,#7e7267,1620
2569,1827,D22681,#9c907e,1725,#a39883,#7d6555,#f6f1e3,1635
2570,1827,D22682,#9c9a92,1740,#9da3a0,#a49a8a,#775d4a,1500
2571,1827,D22671,#9c9b8f,1755,#73593f,#a1a9a5,#a49f8c,495
2572,1827,D22664,#a0957d,1770,#ad9f84,#71644b,#f7f3e9,1830
2573,1827,D22677,#a17a6c,1785,#ac8f81,#875a4c,#ab6b61,1755
2574,1827,D22778,#a39987,1800,#a99f8c,#77655a,#f3eedf,1710
2575,1827,D20787,#a49d8c,1815,#aaa392,#16171a,#716851,1740
2576,1827,D22672,#a6a092,1830,#a8a292,#f4efdf,#9ca29c,1695
2577,1827,D22769,#a89d80,1845,#aa9f81,#f5f0df,#75624d,1725
2578,1827,D20774,#a9a091,1860,#aca496,#161619,#796854,1770
2579,1827,D20776,#a9a396,1875,#aca698,#17181a,#706556,1785
2580,1827,D20783,#aaa79b,1890,#aca89b,#1c1e21,#969e97,1800
2581,1827,D22665,#ab9c8b,1905,#b3a390,#70614d,#f6efe0,1905
2582,1827,D22768,#aca287,1920,#afa68a,#f2efe3,#785c42,1860
2583,1827,D20791,#aca698,1935,#ada696,#191a1d,#909b95,1845
2584,1827,D20803,#ae9d82,1950,#b3a286,#79654d,#201d1a,1890
2585,1827,D20741,#beb5a3,1965,#b9b09e,#1b1a18,#17181a,1950
2586,1827,D20608,#c0bcae,1980,#b5b1a4,#d3cfc1,#212326,1935
2587,1827,D25149,#c2b097,1995,#c0ab8f,#ded4c7,#76735e,2010
2588,1827,D22674,#c2c1b3,2010,#b1aea0,#f1eddf,#575248,1875
2589,1827,D25212,#c3b097,2025,#c2af94,#dfd8d0,#cbc0ad,2025
2590,1827,D25138,#c3bcae,2040,#bdac92,#d7cfc3,#a8b1ac,1965
2591,1827,D20781,#c5bfad,2055,#dad6c7,#aca188,#15171a,2085
2592,1827,D25224,#c6b498,2070,#bfa987,#d8c8b4,#d0c0a9,1980
2593,1827,D25207,#cbbda3,2085,#bfb39b,#d0c1a4,#d5c9b0,1995
2594,1827,D25356,#cdbea4,2100,#c2b196,#dbd2bf,#d2c2a3,2040
2595,1827,D25379,#cfc1a6,2115,#c2b39b,#ddd3bc,#d5c4a0,2055
2596,1827,D25387,#d4c5ad,2130,#e1d4be,#c0b09a,#d3c3a3,2145
2597,1827,D25194,#d9caae,2145,#dfd4bb,#c8b398,#d5c3a2,2100
2598,1827,D25123,#dbd0bd,2160,#e0d9c8,#c0aa8f,#cfc2a9,2115
2599,1827,D25357,#e0d9c7,2175,#e1dac8,#c3ae86,#d7c399,2160
2600,1827,D25159,#e2d3bf,2190,#e4d7c5,#b8a587,#dcc19a,2175
2601,1827,N03370,#eaf0ec,2205,#eaf1ed,#ecede3,#dce9ed,2205
2602,1828,N03326,#5c4c22,15,#655329,#57481d,#3d3212,15
2603,1828,D24657,#7d786c,30,#776550,#818d87,#9e8d78,45
2604,1828,D24766,#7f7a68,45,#736a57,#89826c,#9a9585,30
2605,1828,D25427,#8f9788,60,#8b9e93,#aca58e,#756245,75
2606,1828,D24662,#908475,75,#7d634d,#a2988a,#f4efdf,60
2607,1828,D24704,#918479,90,#a18c7d,#855d50,#546a63,120
2608,1828,D24778,#918e89,105,#a29a8f,#5d6b71,#8a918d,150
2609,1828,D24710,#91948a,120,#929c94,#f5f0e3,#a79c8b,90
2610,1828,D29022,#928680,135,#a1978f,#7b6052,#e6e3d4,135
2611,1828,D29031,#9a8473,150,#a49789,#845e4b,#ebe7db,165
2612,1828,D29015,#a08665,165,#ad9474,#856848,#eae5db,180
2613,1828,T09065,#ac9678,180,#b49f80,#81674e,#988061,210
2614,1828,D36172,#ad9477,195,#b2987a,#7a644c,#ede8da,195
2615,1828,D25146,#b0b3a2,210,#96a9a1,#dbd5c1,#b1aa8f,105
2616,1828,D25256,#bfa88a,225,#b79e7f,#d3c2a4,#e1d6c8,225
2617,1828,D25170,#bfb09a,240,#bead95,#dcd3c8,#cec0ac,270
2618,1828,D25134,#c5b598,255,#bfaf94,#e0d8cc,#cfc0a5,285
2619,1828,D25198,#c6bb9d,270,#d5cdb3,#b4a681,#ccc5ad,360
2620,1828,D25205,#cab697,285,#c5b393,#d3bf9f,#988160,300
2621,1828,D25141,#cbbdae,300,#bdab9c,#dfd1c2,#7b574b,255
2622,1828,D25142,#cfc3a6,315,#dfd6c3,#c5af83,#d3c3a0,495
2623,1828,D25151,#d0c0a3,330,#d1c2a6,#c7b593,#d7c8ae,315
2624,1828,D25313,#d0ccb6,345,#dad7c5,#aea689,#d1c6a4,390
2625,1828,D25251,#d1c6a7,360,#ddd5be,#b7ae92,#d3c6a0,450
2626,1828,D25128,#d2c7b9,375,#d4cabd,#b79e7e,#826950,330
2627,1828,D25204,#d2c8b7,390,#dacfbe,#bfb199,#adb2b9,375
2628,1828,D25184,#d3c4b2,405,#dbccbc,#baa485,#87674b,405
2629,1828,D36306,#d3cbb7,420,#d4ccba,#cfc5aa,#c7bbae,345
2630,1828,D25162,#d4c3af,435,#bda482,#ddcfbf,#d4c0a5,240
2631,1828,D25145,#d5d0bd,450,#dbd6c4,#bcb091,#c5cec5,420
2632,1828,D25189,#d8c1ab,465,#e2cfbc,#c7aa91,#dabfa0,540
2633,1828,D25310,#d8c2a4,480,#e2cfb6,#ccb08c,#d8bfa1,525
2634,1828,D25156,#daccab,495,#ded1b1,#d4c5a2,#c5b592,465
2635,1828,D25192,#dccdbc,510,#ddcebd,#c3b0a1,#cebfae,435
2636,1828,D25284,#ddc7ac,525,#e1ceb7,#cbaa88,#dbc09c,510
2637,1828,D25514,#ddd3c6,540,#ded3c7,#bfb3a8,#d6c0a4,480
2638,1828,D25447,#e0d6bc,555,#e6dec9,#c5ab7a,#d6c49b,600
2639,1828,D25311,#e1d7c0,570,#e3dac4,#c5a774,#d6c39c,555
2640,1828,D25187,#e2d4b8,585,#e5dac0,#ccab8f,#d5c2a4,570
2641,1828,T07260,#e4dac4,600,#e5dbc5,#b1a58f,#cec2aa,585
2642,1828,D25283,#eee0d1,615,#eedfd0,#d1ae90,#e0c097,615
2643,1829,T08819,#7c4c33,15,#814f35,#fbf6e9,#4f2b1e,15
2644,1829,N04303,#988465,30,#ac9a79,#7a6549,#978260,60
2645,1829,D22520,#99b68c,45,#97bb8d,#adab8e,#141816,30
2646,1829,T00977,#9a8d7a,60,#ac9c87,#736757,#d7ccbb,75
2647,1829,D25227,#9d9f92,75,#9fa9a3,#a9a491,#766c51,45
2648,1829,D25243,#b5ab93,90,#b8aa8f,#e1dccb,#93a29c,120
2649,1829,N04301,#b9ab93,105,#b2a48b,#7b674e,#d5ccb9,90
2650,1829,D25277,#c1b093,120,#bdab8f,#d3c09f,#938166,135
2651,1829,N04302,#c6b9a1,135,#b6a88f,#d6cbb4,#cdc3ac,105
2652,1829,D25171,#c8b595,150,#c1ab8a,#e2d8c3,#d4c3a2,180
2653,1829,D25276,#c8b798,165,#bfad8f,#d3c2a1,#d7c7aa,165
2654,1829,D25225,#cdc1a6,180,#bdb39a,#d4c29f,#e0d7c4,150
2655,1829,T08271,#cfbea7,195,#e3d4bf,#bfad98,#d2c0a8,360
2656,1829,D36327,#cfc4b5,210,#ddd3c6,#b5a898,#cec0ac,285
2657,1829,D25152,#d0c6bb,225,#d5cac0,#b9ab97,#cdc0ad,210
2658,1829,D25246,#d2bd8f,240,#cdb482,#e6ddc7,#d7c395,195
2659,1829,D40262,#d3ceb9,255,#dad4c0,#bdbaaa,#c7c4b0,255
2660,1829,D25177,#d4cabd,270,#d7cec1,#c1b193,#cfc1a8,225
2661,1829,D25245,#d5c7b4,285,#e4d9ca,#bfad94,#d1c0a6,375
2662,1829,D36329,#d5cbb4,300,#dad1bc,#c1b194,#cec3a9,240
2663,1829,D25135,#dbccb8,315,#e1d2bf,#cfb595,#d7c0a1,330
2664,1829,D25169,#dbd1c7,330,#dbd1c7,#beafa0,#cdbfaf,270
2665,1829,D25216,#ddcfbf,345,#dfd3c4,#c4ad8f,#d8c29f,300
2666,1829,T10066,#e0dac9,360,#e0dac9,#bdb4a1,#cac2ae,315
2667,1829,D36322,#e1dac8,375,#e1dac8,#cab691,#d3c3a1,345
2668,1829,D40520,#e5ddd4,390,#e7dfd5,#d0d7d2,#c0b0a3,390
2669,1829,D25148,#e6d4b8,405,#e9dac1,#c6a577,#dec296,405
2670,1830,D36089,#31281c,15,#2e2419,#ddd7c9,#675336,30
2671,1830,T04844,#392b13,30,#2e200c,#766233,#f4f3e0,15
2672,1830,N01975,#3b3227,45,#332b22,#6e5f46,#beb3a4,45
2673,1830,D36103,#4a5758,60,#455963,#4a564e,#5c5b4c,75
2674,1830,D36100,#4b606b,75,#4b606b,#efede1,#4a5854,90
2675,1830,D36087,#4c3d27,90,#3a2e1c,#685030,#4f422a,60
2676,1830,D24802,#4e4237,105,#625445,#392d24,#dcd5c6,195
2677,1830,D36094,#4e5f68,120,#4c5f6a,#59655d,#f2f0e5,105
2678,1830,D36096,#4f6169,135,#4c616c,#5f5e4e,#eeeee3,120
2679,1830,D36093,#50656e,150,#4f6570,#526259,#f1efe4,135
2680,1830,D24587,#585e5c,165,#5e6663,#505658,#dedbcf,180
2681,1830,D36098,#596469,180,#51616a,#808a8f,#f0eee6,150
2682,1830,T01852,#5b3a24,195,#775034,#4a2c1a,#ba9d75,810
2683,1830,D24615,#5d5245,210,#6b5946,#262d32,#312e28,360
2684,1830,D25350,#5f5b4f,225,#645f51,#3b332b,#e1dccd,240
2685,1830,D24585,#615c54,240,#635d53,#666b68,#dad9cc,225
2686,1830,D36097,#62655f,255,#6d5f49,#57646b,#64706b,435
2687,1830,D36104,#637070,270,#687570,#4e636f,#636055,315
2688,1830,D36261,#63756e,285,#596962,#7d938a,#718982,165
2689,1830,D36275,#646054,300,#666356,#3d342e,#88856f,285
2690,1830,D24586,#646f71,315,#627074,#646d6b,#dbd9ce,210
2691,1830,D24626,#667375,330,#657377,#667270,#d4d1be,270
2692,1830,D24817,#675741,345,#6d5d46,#3f2c1d,#ded8c6,420
2693,1830,D36284,#696a5d,360,#656455,#6f7770,#ddd7c0,255
2694,1830,D24627,#697574,375,#687573,#687577,#d8d4c3,330
2695,1830,D24814,#6c6b5d,390,#6a695a,#958f7d,#e2d9c5,345
2696,1830,D24593,#6e5841,405,#6f573e,#402a1e,#a09379,510
2697,1830,D24812,#6e7268,420,#706e60,#6c7670,#d8d3be,570
2698,1830,D24794,#6e7670,435,#6b7679,#64716c,#746e57,375
2699,1830,D36107,#6f5539,450,#71563a,#433422,#e9e3d1,615
2700,1830,D36105,#6f573b,465,#6f563a,#e7ddcb,#433a2e,495
2701,1830,D24584,#6f6e6d,480,#6d6765,#6f7274,#6b6466,480
2702,1830,D36286,#6f6f65,495,#6c6b60,#727970,#e3dcc4,405
2703,1830,D41469,#6f7a7a,510,#6b7779,#6c7877,#d3cebb,390
2704,1830,D36111,#706552,525,#6d624f,#9e917b,#ebe6d8,465
2705,1830,D36113,#71593c,540,#71583b,#3f2e1d,#e9decc,630
2706,1830,D24754,#71786d,555,#756954,#55675d,#8f9e97,780
2707,1830,D36091,#726657,570,#726453,#edebe0,#908c82,660
2708,1830,D24773,#727766,585,#70715c,#627062,#8a846c,585
2709,1830,D36108,#73624c,600,#73624c,#e7dbbe,#a1947e,705
2710,1830,D24708,#737562,615,#6f664e,#66746b,#87876a,540
2711,1830,D36164,#757265,630,#736e5f,#858472,#e0ddd0,720
2712,1830,D24803,#757a6f,645,#716e59,#707973,#7f8881,645
2713,1830,D24625,#757d77,660,#737d77,#6b685d,#79837e,735
2714,1830,D36283,#767d76,675,#828983,#6d705d,#737a74,930
2715,1830,D36112,#77614c,690,#78624d,#2e261f,#9d886d,870
2716,1830,D24705,#786453,705,#775d47,#ece7d9,#4c5563,825
2717,1830,D24740,#78705d,720,#6d6150,#443129,#8a836d,450
2718,1830,D36088,#787463,735,#706958,#efe4c8,#95907e,555
2719,1830,D24795,#797d73,750,#76776a,#707a72,#818a83,795
2720,1830,D24834,#7a7b71,765,#726c5d,#6d7673,#8e8f83,690
2721,1830,D24718,#7d7f67,780,#666754,#9a9b7d,#898967,300
2722,1830,D36281,#7d837c,795,#707b75,#716f64,#8d948d,600
2723,1830,D24880,#807558,810,#77684b,#8c8367,#e9e4d5,840
2724,1830,D24786,#81877f,825,#888b82,#838a82,#e4e1d2,975
2725,1830,D24796,#828f83,840,#86958c,#8e937d,#63726c,960
2726,1830,D24623,#839293,855,#849493,#839396,#17191c,945
2727,1830,D25467,#847260,870,#756454,#ab9883,#ded4ce,765
2728,1830,D36278,#85806e,885,#78705e,#a19278,#747d78,885
2729,1830,D36276,#878a7f,900,#9d9c8f,#706d5e,#868d87,1170
2730,1830,D36280,#878c73,915,#8f8f5b,#899590,#7b7a66,1005
2731,1830,D24609,#888d89,930,#9d9a8e,#869299,#7b6c59,1155
2732,1830,D25213,#897768,945,#746255,#ac9a88,#dcd2c4,750
2733,1830,D24568,#897d53,960,#7b6c4a,#b0aa8c,#968b53,900
2734,1830,D24842,#899189,975,#919b94,#67675d,#919388,1035
2735,1830,D22692,#8b8a7f,990,#959385,#756e5f,#909892,1080
2736,1830,D36090,#8c7f67,1005,#726854,#9e9074,#ede2c6,675
2737,1830,D40103,#8d725c,1020,#785b46,#b29c84,#442f23,855
2738,1830,D24607,#8d908a,1035,#949b99,#a39d93,#786e5f,1065
2739,1830,D24772,#8e8a75,1050,#9b967e,#756952,#f4f0e0,1140
2740,1830,D36110,#8f816d,1065,#9f9482,#69553b,#f0ecdf,1230
2741,1830,D24719,#908f7a,1080,#9e9b85,#736c55,#f1eee0,1200
2742,1830,D36282,#909183,1095,#a4a48e,#736f65,#89918b,1410
2743,1830,D24639,#917c62,1110,#7e5f46,#a79374,#f4eedc,915
2744,1830,D24666,#927255,1125,#8e5d44,#968756,#998e7c,990
2745,1830,D24616,#928c80,1140,#a09c8f,#776b61,#1a1d21,1260
2746,1830,D24600,#938d76,1155,#9faca7,#a69b79,#776953,1245
2747,1830,D36228,#939c93,1170,#8f9c95,#a4a595,#e6e3d7,1020
2748,1830,D24952,#93a09c,1185,#93a39e,#171b1f,#97948d,1050
2749,1830,D36114,#94876f,1200,#ad9f85,#77684d,#9f8654,1785
2750,1830,D24660,#948d7d,1215,#a29f8e,#775c42,#f6f1e2,1335
2751,1830,D24827,#958d83,1230,#a1998b,#837061,#e9e4d6,1305
2752,1830,D36229,#967e67,1245,#a18a72,#8d7157,#987e62,1290
2753,1830,D24608,#96917c,1260,#9a937c,#8e8a67,#7c6f5f,1125
2754,1830,D24930,#96a6ab,1275,#96a6ab,#181c20,#94a1a0,1095
2755,1830,D24730,#979383,1290,#a5a08e,#737062,#f1eee1,1455
2756,1830,D36163,#979b90,1305,#9d9d8f,#8f9993,#e1dfd4,1185
2757,1830,D36157,#98988c,1320,#a3a090,#9ba49f,#787365,1365
2758,1830,D24805,#999987,1335,#a09d87,#6a6456,#949d97,1275
2759,1830,D24775,#9a9685,1350,#a3a18d,#7b6350,#88948a,1380
2760,1830,D36058,#9b8672,1365,#a59380,#866b55,#d9d0bf,1425
2761,1830,D36199,#9b8b72,1380,#a49a88,#897049,#9b8055,1395
2762,1830,D24601,#9b906f,1395,#a29979,#69634b,#99895c,1320
2763,1830,T12321,#9c8772,1410,#ac9882,#7a6245,#9c8259,1710
